Zip,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Statcan Census Division id","Statcan Census Division Name","Statcan Census Division Type","Statcan Census Division Type Description","Statcan Census Consolidated Subdivision id","Statcan Census Consolidated Subdivision Name","Statcan Census Subdivision id","Statcan Census Subdivision Name","Statcan Census Subdivision Type","Statcan Census Subdivision Type Description","Statcan Census Economic Region","Statcan Census Statistical Area Code","Statcan Census Statistical Area Code Description","Statcan Census Statistical Area Type","Statcan Census Statistical Area Type Description","Statcan Census CMA/CA id","Statcan Census CMA/CA Name","Statcan Census CMA/CA Type","Statcan Census CMA/CA Type Description","Statcan Census Tract","Statcan Census Year"
T1J4A3,Canada,49.694285,-112.851562,0.8,place,,,Lethbridge,AB,,T1J,CA,"CanVec+ by Natural Resources Canada",4802,"Division No.  2",CDR,"Census division / Division de recensement CT County / Comté",4802011,"Lethbridge County",4802012,Lethbridge,CY,City,"Lethbridge--Medicine Hat",810,"CMA or CA",1,"Census subdivision within census metropolitan area",810,Lethbridge,B,"Census metropolitan area (CMA)",8100007.00,2016
"N8N 3E4",Canada,42.311795,-82.886197,0.27,place,,,Tecumseh,ON,,N8N,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537048,Tecumseh,3537048,Tecumseh,T,Town,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590120.03,2016
"M1V 3S8",Canada,43.8177,-79.2819,0.7,place,,,Scarborough,ON,,M1V,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350378.21,2016
"L7S 1K4",Canada,43.323,-79.8092,0.7,place,,,Burlington,ON,,L7S,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524002,Burlington,3524002,Burlington,CY,City,"Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370205.01,2016
L9G5E3,Canada,43.173968,-80.035561,0.8,place,,,Trinity,ON,,L9G,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370120.02,2016
"G8Y 6Z1",Canada,46.3668,-72.6168,0.7,place,,,Trois-Rivières,QC,,G8Y,CA,"CanVec+ by Natural Resources Canada",2437,Francheville,CDR,"Census division / Division de recensement CT County / Comté",2437067,Trois-Rivières,2437067,Trois-Rivières,V,Ville,Mauricie,442,"CMA or CA",1,"Census subdivision within census metropolitan area",442,Trois-Rivières,B,"Census metropolitan area (CMA)",4420013.02,2016
T3H3W5,Canada,51.0419,-114.2,0.7,place,,,Calgary,AB,,T3H,CA,"CanVec+ by Natural Resources Canada",4806,"Division No.  6",CDR,"Census division / Division de recensement CT County / Comté",4806016,Calgary,4806016,Calgary,CY,City,Calgary,825,"CMA or CA",1,"Census subdivision within census metropolitan area",825,Calgary,B,"Census metropolitan area (CMA)",8250050.11,2016
"N6J 1W1",Canada,42.9546,-81.2735,0.7,place,,,London,ON,,N6J,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550005.01,2016
"L6J 3L6",Canada,43.447436,-79.666672,0.8,place,,,Oakville,ON,,L6J,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524001,Oakville,3524001,Oakville,T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350604.00,2016
"L6M 4W2",Canada,43.522062,-79.716012,0.8,place,,,Snider,ON,,L6M,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524001,Oakville,3524001,Oakville,T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350615.00,2016
"N5X 1L8",Canada,43.0443,-81.2391,0.7,place,,,London,ON,,N5X,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550049.02,2016
"V9B 0L9",Canada,48.449769,-123.504666,0.8,place,,,Langford,BC,,V9B,CA,"CanVec+ by Natural Resources Canada",5917,Capital,RD,"Regional district",5917056,"Juan de Fuca (Part 2)",5917044,Langford,CY,City,"Vancouver Island and Coast / Île de Vancouver et la côte",935,"CMA or CA",1,"Census subdivision within census metropolitan area",935,Victoria,B,"Census metropolitan area (CMA)",9350151.02,2016
"V3N 5E5",Canada,49.2275,-122.9301,0.7,place,,,Burnaby,BC,,V3N,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915025,Burnaby,5915025,Burnaby,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330233.00,2016
T3H1X8,Canada,51.0419,-114.2,0.7,place,,,Calgary,AB,,T3H,CA,"CanVec+ by Natural Resources Canada",4806,"Division No.  6",CDR,"Census division / Division de recensement CT County / Comté",4806016,Calgary,4806016,Calgary,CY,City,Calgary,825,"CMA or CA",1,"Census subdivision within census metropolitan area",825,Calgary,B,"Census metropolitan area (CMA)",8250050.11,2016
"N2Z 2B9",Canada,44.177638,-81.634871,0.8,place,,,Kincardine,ON,,N2Z,CA,"CanVec+ by Natural Resources Canada",3541,Bruce,CTY,County,3541024,Kincardine,3541024,Kincardine,MU,Municipality,"Stratford--Bruce Peninsula",998,Weak,6,"Census subdivision outside of census metropolitan area/census agglomeration area having weak metropolitan influence",,,,,,2016
"H4L 3X7",Canada,45.517,-73.6831,0.7,place,,,Saint-Laurent,QC,,H4L,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620420.00,2016
"V9M 3S8",Canada,49.672758,-124.92762,0.8,place,,,Comox,BC,,V9M,CA,"CanVec+ by Natural Resources Canada",5926,"Comox Valley",RD,"Regional district",5926022,"Comox Valley B (Lazo North)",5926005,Comox,T,Town,"Vancouver Island and Coast / Île de Vancouver et la côte",943,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",943,Courtenay,D,"Census agglomeration (CA) that is not tracted",,2016
"T1K 0P2",Canada,49.6511,-112.8351,0.7,place,,,Lethbridge,AB,,T1K,CA,"CanVec+ by Natural Resources Canada",4802,"Division No.  2",CDR,"Census division / Division de recensement CT County / Comté",4802011,"Lethbridge County",4802012,Lethbridge,CY,City,"Lethbridge--Medicine Hat",810,"CMA or CA",1,"Census subdivision within census metropolitan area",810,Lethbridge,B,"Census metropolitan area (CMA)",8100017.02,2016
"T2C 3Z4",Canada,50.987,-113.9634,0.7,place,,,Calgary,AB,,T2C,CA,"CanVec+ by Natural Resources Canada",4806,"Division No.  6",CDR,"Census division / Division de recensement CT County / Comté",4806016,Calgary,4806016,Calgary,CY,City,Calgary,825,"CMA or CA",1,"Census subdivision within census metropolitan area",825,Calgary,B,"Census metropolitan area (CMA)",8250002.04,2016
"N4K 1X2",Canada,44.566809,-80.944125,0.8,place,,,"Owen Sound",ON,,N4K,CA,"CanVec+ by Natural Resources Canada",3542,Grey,CTY,County,3542047,Meaford,3542059,"Owen Sound",CY,City,"Stratford--Bruce Peninsula",566,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",566,"Owen Sound",D,"Census agglomeration (CA) that is not tracted",,2016
"H4B 1R2",Canada,45.4604,-73.6303,0.7,place,,,Notre-Dame-De-Grôce,QC,,H4B,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620097.02,2016
M2L1A2,Canada,43.7547,-79.3764,0.7,place,,,York,ON,,M2L,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350273.01,2016
"M9B 3G7",Canada,43.6505,-79.5517,0.7,place,,,Etobicoke,ON,,M9B,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350222.02,2016
"G5Y 5S1",Canada,46.122987,-70.671959,0.8,place,,,Saint-Georges,QC,,G5Y,CA,"CanVec+ by Natural Resources Canada",2429,Beauce-Sartigan,MRC,"Municipalité régionale de comté",2429073,Saint-Georges,2429073,Saint-Georges,V,Ville,Chaudière-Appalaches,428,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",428,Saint-Georges,D,"Census agglomeration (CA) that is not tracted",,2016
M2N5B2,Canada,43.7673,-79.4111,0.7,place,,,Willowdale,ON,,M2N,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350307.04,2016
"H3H 1E3",Canada,45.5009,-73.5877,0.7,place,,,Montreal,QC,,H3H,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620128.00,2016
"N6H 1V4",Canada,42.9915,-81.3402,0.7,place,,,London,ON,,N6H,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550120.03,2016
"N6A 5B9",Canada,42.988576,-81.246643,0.8,place,,,London,ON,,N6A,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550022.00,2016
"J7Y 4M7",Canada,45.775426,-74.013176,0.8,place,,,Saint-Jérôme,QC,,J7Y,CA,"CanVec+ by Natural Resources Canada",2475,"La Rivière-du-Nord",MRC,"Municipalité régionale de comté",2475017,Saint-Jérôme,2475017,Saint-Jérôme,V,Ville,Laurentides,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620782.00,2016
"G1E 1B3",Canada,46.8588,-71.192,0.7,place,,,Beauport,QC,,G1E,CA,"CanVec+ by Natural Resources Canada",2423,Québec,TÉ,"Territoire équivalent",2423027,Québec,2423027,Québec,V,Ville,Capitale-Nationale,421,"CMA or CA",1,"Census subdivision within census metropolitan area",421,Québec,B,"Census metropolitan area (CMA)",4210320.01,2016
"N3B 1K2",Canada,43.6,-80.557654,0.8,place,,,Elmira,ON,,N3B,CA,"CanVec+ by Natural Resources Canada",3530,Waterloo,RM,"Regional municipality",3530035,Woolwich,3530035,Woolwich,TP,Township,Kitchener--Waterloo--Barrie,541,"CMA or CA",1,"Census subdivision within census metropolitan area",541,"Kitchener - Cambridge - Waterloo",B,"Census metropolitan area (CMA)",5410111.04,2016
J3Y3S3,Canada,45.4906,-73.3991,0.7,place,,,Saint-Hubert,QC,,J3Y,CA,"CanVec+ by Natural Resources Canada",2458,Longueuil,TÉ,"Territoire équivalent",2458227,Longueuil,2458227,Longueuil,V,Ville,Montérégie,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620857.08,2016
"L9B 2N4",Canada,43.2055,-79.9004,0.7,place,,,Hamilton,ON,,L9B,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370002.06,2016
"V8P 3H9",Canada,48.4583,-123.3325,0.7,place,,,Saanich,BC,,V8P,CA,"CanVec+ by Natural Resources Canada",5917,Capital,RD,"Regional district",5917021,Saanich,5917021,Saanich,DM,"District municipality","Vancouver Island and Coast / Île de Vancouver et la côte",935,"CMA or CA",1,"Census subdivision within census metropolitan area",935,Victoria,B,"Census metropolitan area (CMA)",9350123.02,2016
"M3A 3R2",Canada,43.7545,-79.33,0.7,place,,,York,ON,,M3A,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350270.01,2016
"N2N 3B9",Canada,43.42054,-80.560718,0.27,place,,,Waldau,ON,,N2N,CA,"CanVec+ by Natural Resources Canada",3530,Waterloo,RM,"Regional municipality",3530013,Kitchener,3530013,Kitchener,CY,City,Kitchener--Waterloo--Barrie,541,"CMA or CA",1,"Census subdivision within census metropolitan area",541,"Kitchener - Cambridge - Waterloo",B,"Census metropolitan area (CMA)",5410009.04,2016
"M6L 1M8",Canada,43.7137,-79.4869,0.7,place,,,York,ON,,M6L,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350284.00,2016
S6H2V4,Canada,50.401515,-105.542908,0.8,place,,,"Moose Jaw",SK,,S6H,CA,"CanVec+ by Natural Resources Canada",4707,"Division No.  7",CDR,"Census division / Division de recensement CT County / Comté",4707038,"Moose Jaw No. 161",4707039,"Moose Jaw",CY,City,"Swift Current--Moose Jaw",715,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",715,"Moose Jaw",D,"Census agglomeration (CA) that is not tracted",,2016
"M1S 1R6",Canada,43.7946,-79.2644,0.7,place,,,Scarborough,ON,,M1S,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350378.23,2016
"N1H 5H7",Canada,43.546557,-80.249977,0.8,place,,,Guelph,ON,,N1H,CA,"CanVec+ by Natural Resources Canada",3523,Wellington,CTY,County,3523009,Guelph/Eramosa,3523008,Guelph,CY,City,Kitchener--Waterloo--Barrie,550,"CMA or CA",1,"Census subdivision within census metropolitan area",550,Guelph,B,"Census metropolitan area (CMA)",5500006.00,2016
"L8S 2G7",Canada,43.2606,-79.9161,0.7,place,,,Hamilton,ON,,L8S,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370045.00,2016
"K0M 1N0",Canada,44.56539,-78.981647,0.8,place,,,Kirkfield,ON,,K0M,CA,"CanVec+ by Natural Resources Canada",3516,"Kawartha Lakes",CDR,"Census division / Division de recensement CT County / Comté",3516010,"Kawartha Lakes",3516010,"Kawartha Lakes",CY,City,Muskoka--Kawarthas,530,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",530,"Kawartha Lakes",D,"Census agglomeration (CA) that is not tracted",,2016
"L7P 3N9",Canada,43.409982,-79.874717,0.8,place,,,"Mount Nemo",ON,,L7P,CA,"CanVec+ by Natural Resources Canada",3524,Halton,RM,"Regional municipality",3524002,Burlington,3524002,Burlington,CY,City,"Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370224.02,2016
"P0P 2J0",Canada,45.981024,-81.926606,0.8,place,,,"Northeastern Manitoulin And The Islands",ON,,P0P,CA,"CanVec+ by Natural Resources Canada",3551,Manitoulin,DIS,District,3551017,"Northeastern Manitoulin and the Islands",3551017,"Northeastern Manitoulin and the Islands",MU,Municipality,"Northeast / Nord-est",998,Weak,6,"Census subdivision outside of census metropolitan area/census agglomeration area having weak metropolitan influence",,,,,,2016
"H2V 3G5",Canada,45.5168,-73.6072,0.7,place,,,Outremont,QC,,H2V,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620362.00,2016
"M3A 2V1",Canada,43.7545,-79.33,0.7,place,,,York,ON,,M3A,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350270.01,2016
"N5X 4B1",Canada,43.0443,-81.2391,0.7,place,,,London,ON,,N5X,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550049.02,2016
"P0T 1C0",Canada,49.41276,-91.654816,0.8,place,,,Ignace,ON,,P0T,CA,"CanVec+ by Natural Resources Canada",3560,Kenora,DIS,District,3560090,"Kenora, Unorganized",3560001,Ignace,TP,Township,"Northwest / Nord-ouest",998,Weak,6,"Census subdivision outside of census metropolitan area/census agglomeration area having weak metropolitan influence",,,,,,2016
"L4G 2P4",Canada,43.99973,-79.467545,0.8,place,,,Aurora,ON,,L4G,CA,"CanVec+ by Natural Resources Canada",3519,York,RM,"Regional municipality",3519048,Newmarket,3519046,Aurora,T,Town,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350440.00,2016
"H2S 2H8",Canada,45.5354,-73.6061,0.7,place,,,Petite-Patrie,QC,,H2S,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620214.00,2016
S6H0L9,Canada,50.401515,-105.542908,0.8,place,,,"Moose Jaw",SK,,S6H,CA,"CanVec+ by Natural Resources Canada",4707,"Division No.  7",CDR,"Census division / Division de recensement CT County / Comté",4707038,"Moose Jaw No. 161",4707039,"Moose Jaw",CY,City,"Swift Current--Moose Jaw",715,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",715,"Moose Jaw",D,"Census agglomeration (CA) that is not tracted",,2016
"L8E 4M5",Canada,43.210094,-79.654524,0.8,place,,,Winona,ON,,L8E,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370086.00,2016
"S0M 1G0",Canada,56.483729,-109.433441,0.8,place,,,"La Loche",SK,,S0M,CA,"CanVec+ by Natural Resources Canada",4718,"Division No. 18",CDR,"Census division / Division de recensement CT County / Comté",4718090,"Division No. 18, Unorganized",4718074,"La Loche",NV,"Northern village","Northern / Nord",998,Weak,6,"Census subdivision outside of census metropolitan area/census agglomeration area having weak metropolitan influence",,,,,,2016
"L6S 1V3",Canada,43.7379,-79.726,0.7,place,,,Brampton,ON,,L6S,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521010,Brampton,3521010,Brampton,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350562.07,2016
"M8V 4B7",Canada,43.6075,-79.5013,0.7,place,,,Toronto,ON,,M8V,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350208.00,2016
"V2A 3T1",Canada,49.494891,-119.594421,0.8,place,,,Penticton,BC,,V2A,CA,"CanVec+ by Natural Resources Canada",5907,Okanagan-Similkameen,RD,"Regional district",5907047,"Okanagan-Similkameen D",5907041,Penticton,CY,City,Thompson--Okanagan,913,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",913,Penticton,D,"Census agglomeration (CA) that is not tracted",,2016
"L4X 2J6",Canada,43.6178,-79.5786,0.7,place,,,Mississauga,ON,,L4X,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521010,Brampton,3521005,Mississauga,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350525.02,2016
L0R1P0,Canada,43.331421,-79.895668,0.8,place,,,Waterdown,ON,,L0R,CA,"CanVec+ by Natural Resources Canada",3525,Hamilton,CDR,"Census division / Division de recensement CT County / Comté",3525005,Hamilton,3525005,Hamilton,C,"City / Cité","Hamilton--Niagara Peninsula",537,"CMA or CA",1,"Census subdivision within census metropolitan area",537,Hamilton,B,"Census metropolitan area (CMA)",5370140.02,2016
" R7B2H8",Canada,49.842,-99.9831,0.7,place,,,Brandon,MB,,R7B,CA,"CanVec+ by Natural Resources Canada",4607,"Division No.  7",CDR,"Census division / Division de recensement CT County / Comté",4607071,Elton,4607062,Brandon,CY,City,"Southwest / Sud-ouest",610,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",610,Brandon,D,"Census agglomeration (CA) that is not tracted",,2016
N8N0C1,Canada,42.311795,-82.886197,0.27,place,,,Tecumseh,ON,,N8N,CA,"CanVec+ by Natural Resources Canada",3537,Essex,CTY,County,3537048,Tecumseh,3537048,Tecumseh,T,Town,Windsor--Sarnia,559,"CMA or CA",1,"Census subdivision within census metropolitan area",559,Windsor,B,"Census metropolitan area (CMA)",5590120.03,2016
"L5R 3N9 ",Canada,43.606,-79.6708,0.7,place,,,Mississauga,ON,,L5R,CA,"CanVec+ by Natural Resources Canada",3521,Peel,RM,"Regional municipality",3521010,Brampton,3521005,Mississauga,CY,City,Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350528.24,2016
"J2K 3R9",Canada,45.207613,-72.74792,0.8,place,,,Cowansville,QC,,J2K,CA,"CanVec+ by Natural Resources Canada",2446,Brome-Missisquoi,MRC,"Municipalité régionale de comté",2446050,Dunham,2446080,Cowansville,V,Ville,Montérégie,437,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",437,Cowansville,D,"Census agglomeration (CA) that is not tracted",,2016
"N6K 1H5",Canada,42.965013,-81.381912,0.8,place,,,Kilworth,ON,,N6K,CA,"CanVec+ by Natural Resources Canada",3539,Middlesex,CTY,County,3539036,London,3539036,London,CY,City,London,555,"CMA or CA",1,"Census subdivision within census metropolitan area",555,London,B,"Census metropolitan area (CMA)",5550110.02,2016
"N0G 2W0",Canada,43.996019,-80.908446,0.8,place,,,"West Grey",ON,,N0G,CA,"CanVec+ by Natural Resources Canada",3523,Wellington,CTY,County,3523043,Minto,3523043,Minto,T,Town,Kitchener--Waterloo--Barrie,997,Moderate,5,"Census subdivision outside of census metropolitan area/census agglomeration area having moderate metropolitan influence",,,,,,2016
"M6A 1B1",Canada,43.7223,-79.4504,0.7,place,,,York,ON,,M6A,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350286.00,2016
"N1R 5W1",Canada,43.385548,-80.311358,0.8,place,,,Cambridge,ON,,N1R,CA,"CanVec+ by Natural Resources Canada",3530,Waterloo,RM,"Regional municipality",3530010,Cambridge,3530010,Cambridge,CY,City,Kitchener--Waterloo--Barrie,541,"CMA or CA",1,"Census subdivision within census metropolitan area",541,"Kitchener - Cambridge - Waterloo",B,"Census metropolitan area (CMA)",5410126.08,2016
V4A1S1,Canada,49.0374,-122.8299,0.7,place,,,Surrey,BC,,V4A,CA,"CanVec+ by Natural Resources Canada",5915,"Greater Vancouver",RD,"Regional district",5915004,Surrey,5915004,Surrey,CY,City,"Lower Mainland--Southwest / Lower Mainland--Sud-ouest",933,"CMA or CA",1,"Census subdivision within census metropolitan area",933,Vancouver,B,"Census metropolitan area (CMA)",9330181.10,2016
"M3N 1W7",Canada,43.7568,-79.521,0.7,place,,,York,ON,,M3N,CA,"CanVec+ by Natural Resources Canada",3520,Toronto,CDR,"Census division / Division de recensement CT County / Comté",3520005,Toronto,3520005,Toronto,C,"City / Cité",Toronto,535,"CMA or CA",1,"Census subdivision within census metropolitan area",535,Toronto,B,"Census metropolitan area (CMA)",5350316.01,2016
"K7S 1X2",Canada,45.435081,-76.357384,0.8,place,,,Arnprior,ON,,K7S,CA,"CanVec+ by Natural Resources Canada",3547,Renfrew,CTY,County,3547003,McNab/Braeside,3547002,Arnprior,T,Town,Kingston--Pembroke,507,"CMA or CA",3,"Census subdivision within census agglomeration having no census tracts",507,Arnprior,D,"Census agglomeration (CA) that is not tracted",,2016
"L2T 2M9",Canada,43.1313,-79.2317,0.7,place,,,"St. Catharines",ON,,L2T,CA,"CanVec+ by Natural Resources Canada",3526,Niagara,RM,"Regional municipality",3526053,"St. Catharines",3526053,"St. Catharines",CY,City,"Hamilton--Niagara Peninsula",539,"CMA or CA",1,"Census subdivision within census metropolitan area",539,"St. Catharines - Niagara",B,"Census metropolitan area (CMA)",5390002.00,2016
"H1M 2V4",Canada,45.5883,-73.5572,0.7,place,,,Mercier,QC,,H1M,CA,"CanVec+ by Natural Resources Canada",2466,Montréal,TÉ,"Territoire équivalent",2466023,Montréal,2466023,Montréal,V,Ville,Montréal,462,"CMA or CA",1,"Census subdivision within census metropolitan area",462,Montréal,B,"Census metropolitan area (CMA)",4620195.03,2016
"T0C 0J0",Canada,53.227392,-114.050656,0.8,place,,,Thorsby,AB,,T0C,CA,"CanVec+ by Natural Resources Canada",4811,"Division No. 11",CDR,"Census division / Division de recensement CT County / Comté",4811012,"Leduc County",4811021,Thorsby,VL,Village,Edmonton,835,"CMA or CA",1,"Census subdivision within census metropolitan area",835,Edmonton,B,"Census metropolitan area (CMA)",8350157.00,2016
